,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL028146,0.098197262,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL028147,0.203954988,-0.427190573,4.034627356,0.105881048,0.915676731,NA
AAEL028148,37.01786891,0.062598994,0.351154767,-0.178266108,0.858513995,0.894410526
AAEL028149,0,#VALUE!,NA,NA,NA,NA
AAEL028150,0,#VALUE!,NA,NA,NA,NA
AAEL028151,0,#VALUE!,NA,NA,NA,NA
AAEL028152,0,#VALUE!,NA,NA,NA,NA
AAEL028153,7.76850525,3.612819249,1.292006713,-2.796285201,0.005169376,0.012164355
AAEL028154,0.731739254,1.434978189,2.578285926,-0.55656286,0.577826135,NA
AAEL028155,45.59698586,-0.078355171,0.339707125,0.230655071,0.817582781,0.864690117
AAEL028156,5.819102436,0.521542841,1.070627906,-0.48713735,0.626160999,0.70658091
AAEL028157,0.447297726,0.565458117,2.925720229,-0.193271425,0.846746404,NA
AAEL028158,0,#VALUE!,NA,NA,NA,NA
AAEL028159,0,#VALUE!,NA,NA,NA,NA
AAEL028160,0.191735766,-0.349833294,4.041551199,0.086559164,0.931021926,NA
AAEL028161,92.31732051,1.336939793,0.27677625,-4.830399259,1.36E-06,6.29E-06
AAEL028162,2.960970298,0.985753486,1.12755322,-0.874241205,0.381986911,0.478844615
AAEL028163,68.50323887,-1.838975572,0.294794494,6.238161191,4.43E-10,3.27E-09
AAEL028164,0.310981348,2.428980612,4.080472857,-0.595269396,0.55166341,NA
AAEL028165,9.523143334,0.29698988,0.834297872,-0.355975833,0.721858664,0.788324277
AAEL028166,3.780538302,0.435219182,1.033846308,-0.420970872,0.673776352,0.747525004
AAEL028167,0.191735766,-0.349833294,4.041551199,0.086559164,0.931021926,NA
AAEL028168,43.94073788,-0.581004649,0.312897736,1.856851561,0.063332276,0.109028347
AAEL028169,19.08955216,1.020757217,0.443313113,-2.302564907,0.021303336,0.042558197
AAEL028170,1.737226008,-2.338428654,1.733043052,1.349319425,0.177234389,0.255818712
AAEL028171,0.589541495,2.252358522,3.182481252,-0.707736619,0.479108832,NA
AAEL028172,0,#VALUE!,NA,NA,NA,NA
AAEL028173,0.532443023,3.290415724,3.980865696,-0.826557833,0.408487726,NA
AAEL028174,0,#VALUE!,NA,NA,NA,NA
AAEL028175,69.41645346,-8.842673683,1.209876284,7.308742061,2.70E-13,2.89E-12
AAEL028176,1.906803413,2.459007115,1.716332649,-1.432710096,0.151940703,0.226210934
AAEL028177,96.08003439,-0.185400755,0.240537838,0.770775843,0.440839808,0.536308041
AAEL028178,1532.430263,6.451099628,0.80793518,-7.984674748,1.41E-15,1.93E-14
AAEL028179,1.189067825,-0.110951195,1.975240679,0.056170975,0.955205603,0.966238269
AAEL028180,41.6671877,-1.374923183,0.37466114,3.669777926,0.000242761,0.000762249
AAEL028181,10.03484352,1.590471501,0.661646691,-2.403807836,0.0162253,0.033678932
AAEL028182,401.3936179,1.850767032,0.293702867,-6.301494607,2.95E-10,2.23E-09
AAEL028183,0.477736965,0.493285379,3.42633116,-0.143968973,0.88552497,NA
AAEL028184,1.688514226,0.942210992,1.714020209,-0.549708216,0.58251952,0.668768045
AAEL028185,163.361851,-0.689740939,0.197978835,3.483912508,0.000494141,0.00146322
AAEL028186,0,#VALUE!,NA,NA,NA,NA
AAEL028187,25.26322469,-2.780667761,0.5785784,4.806034518,1.54E-06,7.05E-06
AAEL028188,205.6192765,1.360618816,0.443399877,-3.068604409,0.002150612,0.005565939
AAEL028189,4.344425438,-4.845888075,1.435737845,3.37519004,0.000737647,0.002114021
AAEL028190,0,#VALUE!,NA,NA,NA,NA
AAEL028191,0.098197262,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL028192,0.093538504,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL028193,9.549495075,-0.030974524,0.730249708,0.042416345,0.966166799,0.974411957
AAEL028194,10.8919731,0.923192234,0.97996264,-0.942068806,0.346157414,0.442349753
AAEL028195,5.113561678,2.110668272,1.32813502,-1.589197063,0.112015909,0.175881216
AAEL028196,4.934249501,0.366896662,1.038738836,-0.353213579,0.723928328,0.789860529
AAEL028197,0,#VALUE!,NA,NA,NA,NA
AAEL028198,0,#VALUE!,NA,NA,NA,NA
AAEL028199,0,#VALUE!,NA,NA,NA,NA
AAEL028200,0.675400121,2.414109135,2.631762701,-0.91729742,0.358986809,NA
AAEL028201,0.346198757,1.467202697,3.75529814,-0.390702054,0.69601748,NA
AAEL028202,9.871204578,-3.491652243,0.987578416,3.53556962,0.000406897,0.001227623
AAEL028203,0,#VALUE!,NA,NA,NA,NA
AAEL028204,0.975556809,-2.693086608,2.219827496,1.213196347,0.225054761,NA
AAEL028205,1.275165277,-0.585821404,1.871763712,0.312978289,0.754297157,0.813781572
AAEL028206,5.074074964,-0.062473742,1.0458558,0.059734566,0.952367041,0.964901159
AAEL028207,38.83748823,1.212010507,0.342147998,-3.542357447,0.000396568,0.001199632
AAEL028208,0.248001496,2.428980612,4.080472857,-0.595269396,0.55166341,NA
AAEL028209,10.16509519,-3.542436315,1.018994072,3.476405224,0.000508184,0.001498708
AAEL028210,0,#VALUE!,NA,NA,NA,NA
AAEL028211,256.9362838,-1.37733975,0.235897788,5.838714148,5.26E-09,3.42E-08
AAEL028212,0.919033898,0.277207624,2.883696485,-0.096129265,0.923417909,NA
AAEL028213,0.248001496,2.428980612,4.080472857,-0.595269396,0.55166341,NA
AAEL028214,45.8137124,1.478493312,0.361756744,-4.086982035,4.37E-05,0.000158484
AAEL028215,2.555181814,0.188953321,1.187641074,-0.159099685,0.873590336,0.905224142
AAEL028216,0,#VALUE!,NA,NA,NA,NA
AAEL028217,0,#VALUE!,NA,NA,NA,NA
AAEL028218,0.266221512,2.428980612,4.080472857,-0.595269396,0.55166341,NA
AAEL028219,1.314553027,0.415124661,2.140281703,-0.193957954,0.846208804,0.885603497
AAEL028220,182.616093,-0.468415511,0.212971212,2.199431119,0.027847282,0.053837805
AAEL028221,25.26596967,1.219994034,0.388865166,-3.137318899,0.001705006,0.004513067
AAEL028222,1.18997397,-2.976822084,1.967935778,1.51266221,0.130365483,0.199482781
AAEL028223,1.225553867,1.043451796,1.777670392,-0.586977091,0.557219093,0.645247696
AAEL028224,8.699951255,0.541372652,0.633843325,-0.854111151,0.393043406,0.489939783
AAEL028225,0.248001496,2.428980612,4.080472857,-0.595269396,0.55166341,NA
AAEL028226,0,#VALUE!,NA,NA,NA,NA
AAEL028227,0,#VALUE!,NA,NA,NA,NA
AAEL028228,6.79097535,-1.943610599,0.914375699,2.125614887,0.033535339,0.063312324
AAEL028229,1.224840538,2.406945421,2.174383612,-1.10695528,0.268313263,0.360780564
AAEL028230,0,#VALUE!,NA,NA,NA,NA
AAEL028231,0.187077008,-0.319207322,4.044393121,0.078925889,0.937091571,NA
